"Параметр визита, ур. 1","Параметр визита, ур. 2","Параметр визита, ур. 3","Параметр визита, ур. 4","Параметр визита, ур. 5","Визиты","Посетители","Роботность","Сумма параметров визитов","Среднее параметров визитов","Количество параметров визитов","Отказы","Глубина просмотра","Время на сайте"
"Итого и средние","","","","","55922","33705","0.003254533099674547","222338","0.09110465697562926","2440468","0.05572046779442796","1.9032223454096777","00:27:11"
"chosenBackground","0","Не определено","Не определено","Не определено","45055","28092","0.003462434801908778","0","0.0","62386","0.06365553212739984","1.8532682277216734","00:25:41"
"getBanner","1","Не определено","Не определено","Не определено","9835","7261","0.003355363497712252","33803","1.0","33803","0.0034570411794611084","2.0878495170310116","00:46:52"
"startLevel-0","1","Не определено","Не определено","Не определено","9494","8896","0.005266484095218032","15969","1.0","15969","0.1917000210659364","1.3048240994312197","00:10:03"
"showRewarded","1","Не определено","Не определено","Не определено","7476","4847","0.002541466024612092","96501","1.0","96501","0.0016051364365971107","1.972980203317282","00:46:57"
"badWord","сот","Не определено","Не определено","Не определено","5021","4700","0.0031866162119099776","0","0.0","7009","3.983270264887472E-4","2.118701453893647","00:55:02"
"badWord","ра","Не определено","Не определено","Не определено","4800","4367","0.002708333333333334","0","0.0","7423","6.25E-4","2.238958333333333","00:55:43"
"payload","1","Не определено","Не определено","Не определено","4707","3472","0.005948587210537497","5488","1.0","5488","0.07541958784788613","1.4820480135967709","00:28:28"
"chosenBackground","-1","Не определено","Не определено","Не определено","4587","2484","0.002616088947024199","-6539","-1.0","6539","0.020492696751689563","2.1621975147155004","00:31:16"
"badWord","тар","Не определено","Не определено","Не определено","3998","3598","0.002001000500250125","0","0.0","5807","5.002501250625312E-4","2.1220610305152574","01:01:33"
"badWord","ик","Не определено","Не определено","Не определено","3959","3724","0.003031068451629199","0","0.0","5382","5.051780752715333E-4","1.8196514271280626","00:56:25"
"badWord","ос","Не определено","Не определено","Не определено","3441","3275","0.004359197907585004","0","0.0","4760","5.812263876780006E-4","2.2563208369659984","00:52:12"
"badWord","тора","Не определено","Не определено","Не определено","3218","2875","0.003418272218769422","0","0.0","4871","0.0","1.896519577377253","01:03:45"
"badWord","ро","Не определено","Не определено","Не определено","2898","2701","0.0027605244996549345","0","0.0","4023","6.901311249137336E-4","2.246376811594203","00:56:27"
"badWord","кан","Не определено","Не определено","Не определено","2854","2597","0.004555010511562719","0","0.0","3967","0.0017519271198318147","2.014365802382621","00:59:47"
"chosenBackground","1","Не определено","Не определено","Не определено","2836","1517","0.0031734837799717915","3827","1.0","3827","0.022566995768688293","2.199576868829337","00:32:39"
"badWord","арк","Не определено","Не определено","Не определено","2673","2450","0.004489337822671156","0","0.0","3701","0.001122334455667789","2.075196408529742","01:03:59"
"badWord","тен","Не определено","Не определено","Не определено","2641","2473","0.0015145778114350624","0","0.0","3561","3.786444528587656E-4","2.229079893979553","01:01:22"
"badWord","ли","Не определено","Не определено","Не определено","2583","2447","0.0034843205574912896","0","0.0","3462","3.871467286101432E-4","2.239643825009679","00:53:35"
"badWord","так","Не определено","Не определено","Не определено","2579","2407","0.0034897246994959287","0","0.0","3475","7.754943776657619E-4","2.5490500193873595","01:01:46"
"badWord","сто","Не определено","Не определено","Не определено","2523","2470","0.0027744748315497426","0","0.0","3227","0.0","1.9286563614744352","00:49:16"
"badWord","ка","Не определено","Не определено","Не определено","2448","2282","0.0024509803921568627","0","0.0","3379","4.084967320261438E-4","2.450980392156863","01:01:45"
"badWord","ан","Не определено","Не определено","Не определено","2438","2262","0.002050861361771944","0","0.0","3358","8.203445447087777E-4","1.700574241181296","00:59:44"
"badWord","ак","Не определено","Не определено","Не определено","2367","2180","0.0021123785382340513","0","0.0","3271","4.224757076468103E-4","2.182509505703422","00:59:19"
"badWord","ник","Не определено","Не определено","Не определено","2351","2225","0.0017014036580178648","0","0.0","2988","0.0012760527435133986","2.1152700978307104","00:59:05"
"badWord","лок","Не определено","Не определено","Не определено","2309","2172","0.0021654395842356","0","0.0","3240","4.3308791684711995E-4","1.9982676483326116","01:01:30"
"badWord","от","Не определено","Не определено","Не определено","2308","2202","0.00389948006932409","0","0.0","3029","4.332755632582322E-4","1.7582322357019065","00:56:35"
"badWord","рат","Не определено","Не определено","Не определено","2306","2134","0.003469210754553339","0","0.0","3055","0.0013009540329575022","2.347354726799653","00:59:08"
"badWord","мар","Не определено","Не определено","Не определено","2284","2170","0.00394045534150613","0","0.0","3185","0.0013134851138353765","2.151050788091068","01:00:04"
"badWord","нот","Не определено","Не определено","Не определено","2257","2145","0.003987594151528578","0","0.0","2969","4.430660168365087E-4","2.2383695170580418","01:04:22"
"badWord","ат","Не определено","Не определено","Не определено","2235","2089","0.003131991051454139","0","0.0","3050","8.948545861297539E-4","2.206263982102908","01:01:45"
"badWord","тос","Не определено","Не определено","Не определено","2235","2135","0.0035794183445190158","0","0.0","2945","0.0","1.7252796420581655","00:50:57"
"endLevel-0","1","Не определено","Не определено","Не определено","2224","2219","0.0022482014388489208","2227","1.0","2227","4.496402877697842E-4","1.4060251798561152","00:27:14"
"skipTutorial","1","Не определено","Не определено","Не определено","2222","2206","0.004500450045004501","2322","1.0","2322","0.0067506750675067504","1.374887488748875","00:19:23"
"badWord","аст","Не определено","Не определено","Не определено","2175","1984","0.004137931034482759","0","0.0","3085","4.597701149425287E-4","1.8698850574712644","01:03:00"
"badWord","дот","Не определено","Не определено","Не определено","2146","2052","0.002329916123019571","0","0.0","3035","9.319664492078285E-4","2.014911463187325","01:01:51"
"badWord","нор","Не определено","Не определено","Не определено","2145","2004","0.00372960372960373","0","0.0","2962","4.6620046620046625E-4","2.418181818181818","01:03:55"
"badWord","сит","Не определено","Не определено","Не определено","2123","1999","0.0023551577955723034","0","0.0","2862","9.420631182289213E-4","2.577955723033443","00:59:11"
"badWord","со","Не определено","Не определено","Не определено","2092","1995","0.004780114722753346","0","0.0","2866","0.0","2.0865200764818357","00:49:48"
"badWord","ура","Не определено","Не определено","Не определено","2076","2013","0.0033718689788053953","0","0.0","2699","9.633911368015414E-4","1.8892100192678227","00:57:22"
"badWord","ам","Не определено","Не определено","Не определено","2054","1976","0.0029211295034079843","0","0.0","2932","0.0","2.092989289191821","00:55:49"
"badWord","ран","Не определено","Не определено","Не определено","2025","1880","0.0014814814814814814","0","0.0","2644","0.0014814814814814814","2.404938271604938","01:00:46"
"badWord","бат","Не определено","Не определено","Не определено","2000","1920","0.004","0","0.0","2944","5.0E-4","2.192","01:04:18"
"badWord","ок","Не определено","Не определено","Не определено","1995","1899","0.0020050125313283208","0","0.0","2635","5.012531328320802E-4","2.3588972431077693","01:00:17"
"badWord","а","Не определено","Не определено","Не определено","1985","1820","0.0020151133501259445","0","0.0","2649","0.0010075566750629723","2.4564231738035263","01:00:03"
"badWord","нал","Не определено","Не определено","Не определено","1977","1895","0.0030349013657056147","0","0.0","2479","5.058168942842691E-4","2.1947395042994438","01:00:11"
"badWord","ал","Не определено","Не определено","Не определено","1961","1874","0.002039775624681285","0","0.0","2540","0.0010198878123406426","1.733299337072922","00:57:20"
"badWord","га","Не определено","Не определено","Не определено","1936","1832","0.002066115702479339","0","0.0","2768","5.165289256198347E-4","2.3140495867768593","01:01:56"
"badWord","то","Не определено","Не определено","Не определено","1934","1870","0.003619441571871768","0","0.0","2507","5.17063081695967E-4","2.035160289555326","00:53:52"
"badWord","нат","Не определено","Не определено","Не определено","1932","1822","0.002587991718426501","0","0.0","2592","5.175983436853002E-4","2.2044513457556936","01:00:34"
"badWord","аз","Не определено","Не определено","Не определено","1918","1831","0.0046923879040667365","0","0.0","2772","5.213764337851929E-4","2.251303441084463","00:59:53"
"startLevel-1","1","Не определено","Не определено","Не определено","1913","1889","0.0015682174594877157","2006","1.0","2006","0.0010454783063251437","1.4636696288552014","00:31:05"
"badWord","коп","Не определено","Не определено","Не определено","1901","1792","0.0052603892688058915","0","0.0","2404","0.0","1.9421357180431351","00:59:55"
"badWord","ла","Не определено","Не определено","Не определено","1852","1786","0.0032397408207343412","0","0.0","2393","0.0","1.8056155507559395","00:55:39"
"badWord","о","Не определено","Не определено","Не определено","1820","1701","0.0038461538461538464","0","0.0","2287","5.494505494505495E-4","2.357142857142857","00:56:02"
"chosenBackground","2","Не определено","Не определено","Не определено","1818","939","0.0011001100110011","5354","2.0","2677","0.02145214521452145","2.0957095709570956","00:34:20"
"badWord","дор","Не определено","Не определено","Не определено","1810","1685","0.004972375690607734","0","0.0","2733","0.0","2.4718232044198896","01:03:24"
"badWord","ло","Не определено","Не определено","Не определено","1799","1761","0.0016675931072818232","0","0.0","2445","5.558643690939411E-4","2.1339633129516398","00:45:39"
"badWord","ма","Не определено","Не определено","Не определено","1750","1695","0.002285714285714286","0","0.0","2335","0.001142857142857143","1.9457142857142857","00:57:15"
"badWord","он","Не определено","Не определено","Не определено","1746","1663","0.002290950744558992","0","0.0","2199","0.0","2.4765177548682704","01:00:41"
"badWord","рад","Не определено","Не определено","Не определено","1739","1677","0.0011500862564692352","0","0.0","2366","0.0","1.8228867165037377","01:02:19"
"badWord","ол","Не определено","Не определено","Не определено","1711","1674","0.0023378141437755697","0","0.0","2297","5.844535359438924E-4","2.5569842197545296","00:52:14"
"badWord","ур","Не определено","Не определено","Не определено","1686","1632","0.002372479240806643","0","0.0","2271","0.002372479240806643","2.4881376037959666","00:59:36"
"badWord","гор","Не определено","Не определено","Не определено","1675","1566","0.0035820895522388056","0","0.0","2385","0.0017910447761194028","2.84","01:02:58"
"badWord","ин","Не определено","Не определено","Не определено","1664","1568","6.009615384615385E-4","0","0.0","2178","6.009615384615385E-4","1.8287259615384615","00:58:13"
"badWord","мо","Не определено","Не определено","Не определено","1648","1594","0.0048543689320388345","0","0.0","2216","6.067961165048543E-4","1.8422330097087378","00:51:40"
"badWord","рон","Не определено","Не определено","Не определено","1646","1550","0.004860267314702308","0","0.0","2105","6.075334143377885E-4","2.8262454434993924","01:01:33"
"badWord","ти","Не определено","Не определено","Не определено","1626","1551","0.003075030750307503","0","0.0","2085","0.0","1.91389913899139","00:54:49"
"badWord","кир","Не определено","Не определено","Не определено","1624","1519","0.004310344827586207","0","0.0","2119","0.0","1.8035714285714286","01:01:45"
"badWord","лар","Не определено","Не определено","Не определено","1609","1532","0.003107520198881293","0","0.0","2066","0.0","1.7650714729645742","00:58:07"
"badWord","гар","Не определено","Не определено","Не определено","1590","1509","0.003144654088050315","0","0.0","2087","0.0012578616352201257","2.7572327044025156","01:04:53"
"badWord","мил","Не определено","Не определено","Не определено","1588","1571","0.003778337531486146","0","0.0","2092","0.0012594458438287153","1.5239294710327456","00:34:30"
"badWord","лир","Не определено","Не определено","Не определено","1585","1520","0.0031545741324921135","0","0.0","2066","0.0","2.3457413249211356","00:59:33"
"badWord","сат","Не определено","Не определено","Не определено","1579","1474","0.00253324889170361","0","0.0","2002","6.333122229259025E-4","2.0690310322989234","01:01:29"
"badWord","вак","Не определено","Не определено","Не определено","1578","1502","0.0025348542458808617","0","0.0","2113","6.337135614702154E-4","2.0209125475285172","01:03:10"
"badWord","киса","Не определено","Не определено","Не определено","1573","1537","0.003814367450731087","0","0.0","1876","6.357279084551812E-4","1.9326128417037507","01:01:03"
"badWord","пит","Не определено","Не определено","Не определено","1568","1518","0.0","0","0.0","2073","0.001913265306122449","2.8093112244897958","01:03:33"
"badWord","икс","Не определено","Не определено","Не определено","1556","1511","0.0019280205655526992","0","0.0","2011","0.0","2.2410025706940875","01:04:33"
"badWord","кос","Не определено","Не определено","Не определено","1546","1466","0.00258732212160414","0","0.0","2036","6.46830530401035E-4","1.8615782664941785","01:01:54"
"badWord","ис","Не определено","Не определено","Не определено","1544","1492","0.0019430051813471502","0","0.0","1982","0.001295336787564767","2.0790155440414506","00:55:06"
"badWord","по","Не определено","Не определено","Не определено","1534","1441","0.002607561929595828","0","0.0","2107","6.51890482398957E-4","1.7477183833116037","00:59:32"
"badWord","р","Не определено","Не определено","Не определено","1524","1412","0.0","0","0.0","1898","6.561679790026247E-4","2.006561679790026","01:01:12"
"badWord","нарт","Не определено","Не определено","Не определено","1519","1421","0.0026333113890717576","0","0.0","1908","0.0019749835418038184","2.585253456221198","01:07:16"
"badWord","дин","Не определено","Не определено","Не определено","1503","1453","0.001330671989354624","0","0.0","2056","6.65335994677312E-4","1.989354624085163","01:02:41"
"badWord","ап","Не определено","Не определено","Не определено","1489","1436","0.0020147750167897917","0","0.0","1968","6.71591672263264E-4","1.9449294828744124","00:58:38"
"badWord","мур","Не определено","Не определено","Не определено","1471","1448","0.0020394289598912306","0","0.0","1976","0.0","1.8966689326988444","00:46:46"
"badWord","тек","Не определено","Не определено","Не определено","1458","1398","0.00205761316872428","0","0.0","1889","0.001371742112482853","2.5363511659807956","01:05:04"
"badWord","кура","Не определено","Не определено","Не определено","1447","1383","0.0027643400138217","0","0.0","1813","6.91085003455425E-4","2.1257774706288872","01:04:17"
"badWord","ора","Не определено","Не определено","Не определено","1439","1381","0.0013898540653231413","0","0.0","1923","0.0013898540653231413","1.9381514940931202","01:03:19"
"badWord","ока","Не определено","Не определено","Не определено","1415","1382","0.001413427561837456","0","0.0","1732","0.0","1.6791519434628974","01:01:48"
"badWord","ват","Не определено","Не определено","Не определено","1405","1359","0.00498220640569395","0","0.0","1723","7.117437722419929E-4","2.9501779359430604","01:01:55"
"endLevel-0","2","Не определено","Не определено","Не определено","1396","1396","0.0028653295128939827","2792","2.0","1396","7.163323782234957E-4","1.4577363896848137","00:33:38"
"badWord","ри","Не определено","Не определено","Не определено","1391","1307","0.002156721782890007","0","0.0","1836","0.0","2.325664989216391","01:04:00"
"badWord","рал","Не определено","Не определено","Не определено","1390","1341","0.0035971223021582736","0","0.0","1756","0.0","2.0446043165467627","01:00:20"
"badWord","ир","Не определено","Не определено","Не определено","1381","1297","0.002896451846488052","0","0.0","1801","0.001448225923244026","2.43519188993483","01:01:02"
"badWord","лос","Не определено","Не определено","Не определено","1372","1339","0.004373177842565598","0","0.0","1758","0.0014577259475218659","1.9110787172011663","00:47:17"
"badWord","кас","Не определено","Не определено","Не определено","1361","1296","0.005143277002204262","0","0.0","1766","7.347538574577515E-4","1.7883908890521676","01:01:42"
"badWord","рик","Не определено","Не определено","Не определено","1356","1268","0.0029498525073746312","0","0.0","1737","7.374631268436578E-4","1.6887905604719764","01:00:35"
"badWord","кис","Не определено","Не определено","Не определено","1355","1317","0.002214022140221402","0","0.0","1643","7.380073800738007E-4","1.733579335793358","01:03:34"
"badWord","ист","Не определено","Не определено","Не определено","1353","1315","0.0029563932002956393","0","0.0","1648","0.0014781966001478197","1.7915742793791574","01:01:44"
"endLevel-1","1","Не определено","Не определено","Не определено","1347","1345","0.0022271714922048997","1348","1.0","1348","7.423904974016332E-4","1.5605048255382332","00:40:32"
"badWord","ден","Не определено","Не определено","Не определено","1346","1291","0.0029717682020802376","0","0.0","1790","0.0","1.8558692421991085","01:06:29"
"badWord","вот","Не определено","Не определено","Не определено","1342","1304","7.451564828614009E-4","0","0.0","1786","7.451564828614009E-4","2.753353204172876","01:02:16"
"badWord","лон","Не определено","Не определено","Не определено","1341","1304","0.0037285607755406414","0","0.0","1744","0.0014914243102162564","2.240865026099925","00:59:00"
"badWord","ит","Не определено","Не определено","Не определено","1338","1289","0.0014947683109118087","0","0.0","1671","7.473841554559044E-4","2.207772795216741","00:56:04"
"badWord","рам","Не определено","Не определено","Не определено","1334","1285","0.005247376311844079","0","0.0","1694","7.496251874062969E-4","2.2188905547226385","01:00:54"
"badWord","там","Не определено","Не определено","Не определено","1334","1297","0.003748125937031484","0","0.0","1675","7.496251874062969E-4","2.0472263868065967","00:58:47"
"badWord","сол","Не определено","Не определено","Не определено","1332","1322","0.003003003003003003","0","0.0","1636","7.507507507507507E-4","1.6066066066066067","00:46:35"
"badWord","стоп","Не определено","Не определено","Не определено","1324","1274","0.0030211480362537764","0","0.0","1757","0.0","2.037009063444109","01:02:44"
"badWord","арс","Не определено","Не определено","Не определено","1320","1226","0.0022727272727272726","0","0.0","1778","0.0015151515151515152","1.7863636363636364","01:01:41"
"badWord","та","Не определено","Не определено","Не определено","1319","1262","7.58150113722517E-4","0","0.0","1632","0.0","2.0348749052312356","01:00:30"
"badWord","и","Не определено","Не определено","Не определено","1318","1252","0.002276176024279211","0","0.0","1578","0.0015174506828528073","2.575113808801214","00:57:02"
"badWord","лим","Не определено","Не определено","Не определено","1311","1291","7.627765064836003E-4","0","0.0","1896","7.627765064836003E-4","1.5499618611746757","00:46:01"
"badWord","ака","Не определено","Не определено","Не определено","1308","1276","0.0022935779816513763","0","0.0","1648","7.64525993883792E-4","2.2102446483180427","01:04:46"
"badWord","да","Не определено","Не определено","Не определено","1302","1264","7.680491551459293E-4","0","0.0","1680","0.0","1.8648233486943164","01:02:51"
"badWord","ер","Не определено","Не определено","Не определено","1300","1239","0.006153846153846154","0","0.0","1676","7.692307692307692E-4","2.896923076923077","01:02:28"
"badWord","нит","Не определено","Не определено","Не определено","1281","1229","0.00156128024980484","0","0.0","1604","7.8064012490242E-4","1.921935987509758","01:02:19"
"badWord","ко","Не определено","Не определено","Не определено","1278","1233","0.001564945226917058","0","0.0","1622","0.0","2.031298904538341","01:02:14"
"badWord","но","Не определено","Не определено","Не определено","1278","1222","0.001564945226917058","0","0.0","1572","7.82472613458529E-4","2.4491392801251957","01:02:50"
"badWord","рим","Не определено","Не определено","Не определено","1275","1227","0.004705882352941176","0","0.0","1581","0.002352941176470588","3.2109803921568627","01:04:09"
"badWord","на","Не определено","Не определено","Не определено","1252","1198","0.0","0","0.0","1592","0.0","2.2691693290734825","01:03:22"
"badWord","крат","Не определено","Не определено","Не определено","1247","1198","0.00400962309542903","0","0.0","1626","8.019246190858059E-4","1.80112269446672","01:03:12"
"badWord","сик","Не определено","Не определено","Не определено","1241","1187","0.0024174053182917004","0","0.0","1534","8.058017727639002E-4","2.0547945205479454","01:02:05"
"badWord","лета","Не определено","Не определено","Не определено","1236","1214","0.0032362459546925572","0","0.0","1538","8.090614886731393E-4","1.9522653721682848","01:05:01"
"badWord","кари","Не определено","Не определено","Не определено","1228","1152","0.003257328990228013","0","0.0","1533","0.0","2.243485342019544","01:02:42"
"badWord","лан","Не определено","Не определено","Не определено","1226","1184","0.0016313213703099511","0","0.0","1570","0.0024469820554649264","2.2911908646003263","00:59:39"
"badWord","мула","Не определено","Не определено","Не определено","1224","1217","0.0024509803921568627","0","0.0","1551","0.0016339869281045752","1.5040849673202614","00:42:39"
"badWord","мило","Не определено","Не определено","Не определено","1222","1218","0.006546644844517185","0","0.0","1530","0.0","1.251227495908347","00:22:28"
"badWord","ру","Не определено","Не определено","Не определено","1220","1186","0.0","0","0.0","1607","0.0016393442622950817","2.064754098360656","00:55:41"
"badWord","тин","Не определено","Не определено","Не определено","1218","1136","8.210180623973727E-4","0","0.0","1481","0.0","1.8801313628899836","00:58:23"
"badWord","кур","Не определено","Не определено","Не определено","1214","1176","0.003294892915980231","0","0.0","1483","8.237232289950578E-4","1.8072487644151565","01:03:43"
"badWord","ту","Не определено","Не определено","Не определено","1213","1175","0.0016488046166529267","0","0.0","1548","0.0016488046166529267","1.6644682605111294","01:01:15"
"badWord","мал","Не определено","Не определено","Не определено","1206","1193","0.004975124378109453","0","0.0","1517","0.001658374792703151","2.9618573797678276","00:58:02"
"badWord","фор","Не определено","Не определено","Не определено","1193","1168","0.0016764459346186086","0","0.0","1621","0.0016764459346186086","1.6093880972338641","00:52:38"
"badWord","кил","Не определено","Не определено","Не определено","1191","1112","8.396305625524769E-4","0","0.0","1507","8.396305625524769E-4","1.855583543240974","01:01:58"
"badWord","тил","Не определено","Не определено","Не определено","1189","1155","0.00336417157275021","0","0.0","1511","8.410428931875525E-4","2.095878889823381","00:54:17"
"badWord","рома","Не определено","Не определено","Не определено","1186","1175","0.003372681281618887","0","0.0","1408","8.431703204047217E-4","1.912310286677909","00:54:13"
"badWord","рос","Не определено","Не определено","Не определено","1179","1128","8.481764206955047E-4","0","0.0","1442","8.481764206955047E-4","1.8481764206955047","01:03:37"
"badWord","сер","Не определено","Не определено","Не определено","1170","1121","8.547008547008547E-4","0","0.0","1397","8.547008547008547E-4","2.6794871794871793","01:04:21"
"badWord","милость","Не определено","Не определено","Не определено","1169","1166","0.00427715996578272","0","0.0","1346","8.55431993156544E-4","1.2994011976047903","00:10:48"
"badWord","окр","Не определено","Не определено","Не определено","1163","1105","0.003439380911435941","0","0.0","1470","0.0","2.1057609630266554","01:05:31"
"startLevel-2","1","Не определено","Не определено","Не определено","1161","1151","0.0025839793281653752","1227","1.0","1227","0.0017226528854435833","1.6546080964685617","00:42:41"
"badWord","лек","Не определено","Не определено","Не определено","1160","1118","8.620689655172415E-4","0","0.0","1479","8.620689655172415E-4","2.0267241379310343","01:00:10"
"badWord","икар","Не определено","Не определено","Не определено","1157","1107","0.005185825410544511","0","0.0","1364","8.643042350907519E-4","2.000864304235091","01:04:50"
"badWord","стик","Не определено","Не определено","Не определено","1149","1081","0.004351610095735422","0","0.0","1501","0.0","1.7972149695387294","01:01:16"
"badWord","т","Не определено","Не определено","Не определено","1144","1083","0.0026223776223776225","0","0.0","1360","8.741258741258741E-4","2.270979020979021","00:58:46"
"badWord","нак","Не определено","Не определено","Не определено","1143","1072","0.0034995625546806654","0","0.0","1445","0.0017497812773403327","2.227471566054243","01:01:40"
"chosenBackground","3","Не определено","Не определено","Не определено","1138","556","0.0035149384885764497","4782","3.0","1594","0.01757469244288225","1.8304042179261863","00:32:45"
"badWord","чак","Не определено","Не определено","Не определено","1137","1087","0.001759014951627089","0","0.0","1489","8.795074758135445E-4","2.3192612137203166","01:07:02"
"badWord","рен","Не определено","Не определено","Не определено","1120","1073","0.0017857142857142857","0","0.0","1427","8.928571428571428E-4","2.211607142857143","01:01:17"
"badWord","кет","Не определено","Не определено","Не определено","1103","1079","9.066183136899365E-4","0","0.0","1393","0.0027198549410698096","1.8340888485947415","01:01:20"
"badWord","мис","Не определено","Не определено","Не определено","1102","1089","0.0027223230490018148","0","0.0","1309","0.0","1.882940108892922","00:48:57"
"badWord","му","Не определено","Не определено","Не определено","1102","1100","0.004537205081669692","0","0.0","1455","0.0","1.4900181488203266","00:44:02"
"badWord","тас","Не определено","Не определено","Не определено","1099","1055","0.0027297543221110106","0","0.0","1302","0.0","2.0737033666969973","01:01:42"
"badWord","тим","Не определено","Не определено","Не определено","1099","1075","0.004549590536851683","0","0.0","1356","0.0","2.1228389444949953","00:52:25"
"badWord","коран","Не определено","Не определено","Не определено","1094","1039","0.006398537477148081","0","0.0","1567","9.140767824497258E-4","2.069469835466179","01:07:52"
"badWord","тел","Не определено","Не определено","Не определено","1094","1051","0.003656307129798903","0","0.0","1347","0.0","2.7687385740402193","00:59:57"
"badWord","вила","Не определено","Не определено","Не определено","1087","1054","9.199632014719411E-4","0","0.0","1314","0.0","2.157313707451702","01:04:46"
"badWord","ата","Не определено","Не определено","Не определено","1086","1062","0.002762430939226519","0","0.0","1346","0.001841620626151013","2.212707182320442","01:07:56"
"badWord","нет","Не определено","Не определено","Не определено","1080","1047","9.25925925925926E-4","0","0.0","1304","9.25925925925926E-4","1.8675925925925927","01:01:23"
"badWord","ника","Не определено","Не определено","Не определено","1078","1051","0.001855287569573284","0","0.0","1283","0.003710575139146568","2.243970315398887","01:05:59"
"badWord","ни","Не определено","Не определено","Не определено","1076","1030","0.002788104089219331","0","0.0","1329","0.0","2.6728624535315983","01:01:09"
"badWord","пин","Не определено","Не определено","Не определено","1075","1016","0.0037209302325581393","0","0.0","1312","0.0","2.0995348837209304","00:58:22"
"endLevel-0","3","Не определено","Не определено","Не определено","1070","1070","0.002803738317757009","3210","3.0","1070","0.0","1.4205607476635513","00:33:52"
"badWord","кен","Не определено","Не определено","Не определено","1069","1029","0.002806361085126286","0","0.0","1307","9.354536950420954E-4","1.833489242282507","01:03:09"
"cantSave-first","name","FetchError","Не определено","Не определено","1063","935","0.0028222013170272815","0","0.0","2105","0.0037629350893697085","3.5051740357478836","00:50:40"
"badWord","рап","Не определено","Не определено","Не определено","1061","1012","0.002827521206409048","0","0.0","1328","0.001885014137606032","1.8614514608859567","01:03:30"
"badWord","мира","Не определено","Не определено","Не определено","1058","1009","0.005671077504725899","0","0.0","1371","9.45179584120983E-4","2.7032136105860114","01:09:21"
"cantSave-first","code","REQUEST_TIMEOUT","Не определено","Не определено","1051","923","0.00285442435775452","0","0.0","2034","0.00285442435775452","3.5290199809705043","00:50:44"
"cantSave-first","message","Request timeout","Не определено","Не определено","1051","923","0.00285442435775452","0","0.0","2034","0.00285442435775452","3.5290199809705043","00:50:44"
"badWord","рога","Не определено","Не определено","Не определено","1045","1013","0.005741626794258373","0","0.0","1295","0.0","2.279425837320574","01:05:12"
"badWord","кип","Не определено","Не определено","Не определено","1042","1010","9.596928982725527E-4","0","0.0","1299","0.0019193857965451055","2.1381957773512474","01:03:19"
"badWord","ау","Не определено","Не определено","Не определено","1041","1020","0.0019212295869356388","0","0.0","1321","0.0019212295869356388","1.888568683957733","00:56:23"
"badWord","пор","Не определено","Не определено","Не определено","1038","989","0.006743737957610791","0","0.0","1355","0.0019267822736030828","1.9470134874759153","01:01:01"
"badWord","бол","Не определено","Не определено","Не определено","1028","1007","0.0019455252918287938","0","0.0","1375","9.727626459143969E-4","1.7733463035019454","01:01:32"
"badWord","сар","Не определено","Не определено","Не определено","1025","962","0.002926829268292683","0","0.0","1287","9.75609756097561E-4","2.6409756097560977","01:03:16"
"badWord","нил","Не определено","Не определено","Не определено","1021","981","0.002938295788442703","0","0.0","1240","0.0019588638589618022","1.613124387855044","00:59:44"
"badWord","дак","Не определено","Не определено","Не определено","1018","985","0.0019646365422396855","0","0.0","1359","0.0","2.282907662082515","01:08:34"
"badWord","к","Не определено","Не определено","Не определено","1018","960","0.003929273084479371","0","0.0","1259","9.823182711198428E-4","2.0825147347740667","01:03:20"
"badWord","са","Не определено","Не определено","Не определено","1018","981","0.0029469548133595285","0","0.0","1256","9.823182711198428E-4","1.843811394891945","01:01:19"
"badWord","рин","Не определено","Не определено","Не определено","1017","976","0.0019665683382497543","0","0.0","1199","0.0","1.8141592920353982","01:00:54"
"badWord","ди","Не определено","Не определено","Не определено","1014","970","0.0019723865877712033","0","0.0","1341","0.0","2.5798816568047336","01:03:09"
"badWord","с","Не определено","Не определено","Не определено","1014","968","0.0029585798816568047","0","0.0","1209","0.0","1.9349112426035502","00:59:01"
"badWord","али","Не определено","Не определено","Не определено","1013","977","0.0019743336623889436","0","0.0","1284","0.0","2.566633761105627","01:07:49"
"badWord","рут","Не определено","Не определено","Не определено","1012","987","0.003952569169960474","0","0.0","1220","0.0","1.8409090909090908","01:02:33"
"badWord","дик","Не определено","Не определено","Не определено","1007","989","9.930486593843098E-4","0","0.0","1355","9.930486593843098E-4","1.8142999006951341","01:06:19"
"badWord","им","Не определено","Не определено","Не определено","1001","988","0.002997002997002997","0","0.0","1240","0.0","2.5284715284715285","00:47:14"
"badWord","мит","Не определено","Не определено","Не определено","997","967","0.003009027081243731","0","0.0","1283","0.0","1.8906720160481445","00:58:16"
"badWord","кер","Не определено","Не определено","Не определено","988","950","0.0020242914979757085","0","0.0","1282","0.0","1.9504048582995952","01:03:30"
"badWord","бад","Не определено","Не определено","Не определено","975","952","0.0020512820512820513","0","0.0","1226","0.0","2.1466666666666665","01:08:47"
"badWord","нир","Не определено","Не определено","Не определено","973","933","0.0020554984583761563","0","0.0","1193","0.0","1.81808838643371","00:59:50"
"badWord","гал","Не определено","Не определено","Не определено","968","928","0.004132231404958678","0","0.0","1274","0.0","2.0299586776859506","00:59:58"
"badWord","крон","Не определено","Не определено","Не определено","968","925","0.002066115702479339","0","0.0","1229","0.0","2.321280991735537","01:05:40"
