"Параметр визита, ур. 1","Параметр визита, ур. 2","Параметр визита, ур. 3","Параметр визита, ур. 4","Параметр визита, ур. 5","Визиты","Посетители","Роботность","Сумма параметров визитов","Среднее параметров визитов","Количество параметров визитов","Отказы","Глубина просмотра","Время на сайте"
"badWord","торп","Не определено","Не определено","Не определено","155","155","0.0","0","0.0","181","0.0","1.6903225806451614","01:15:21"
"badWord","уо","Не определено","Не определено","Не определено","155","155","0.0","0","0.0","166","0.0","1.4580645161290322","00:59:13"
"badWord","ща","Не определено","Не определено","Не определено","155","152","0.0064516129032258064","0","0.0","177","0.0","5.548387096774194","01:05:59"
"badWord","арф","Не определено","Не определено","Не определено","154","153","0.0","0","0.0","176","0.0","1.5389610389610389","01:03:49"
"badWord","затир","Не определено","Не определено","Не определено","154","149","0.006493506493506493","0","0.0","188","0.0","1.6948051948051948","01:18:47"
"badWord","игнор","Не определено","Не определено","Не определено","154","152","0.012987012987012986","0","0.0","181","0.0","1.7922077922077921","01:02:58"
"badWord","плав","Не определено","Не определено","Не определено","154","154","0.0","0","0.0","186","0.0","1.5194805194805194","00:58:39"
"badWord","поти","Не определено","Не определено","Не определено","154","143","0.0","0","0.0","183","0.0","1.655844155844156","01:04:36"
"badWord","пранк","Не определено","Не определено","Не определено","154","152","0.006493506493506493","0","0.0","170","0.0","2.4805194805194803","01:09:01"
"badWord","саха","Не определено","Не определено","Не определено","154","154","0.0","0","0.0","178","0.0","1.5844155844155845","01:00:57"
"badWord","скуп","Не определено","Не определено","Не определено","154","148","0.012987012987012986","0","0.0","203","0.0","1.6753246753246753","01:06:09"
"badWord","ста","Не определено","Не определено","Не определено","154","153","0.0","0","0.0","171","0.0","2.4740259740259742","01:08:55"
"badWord","сул","Не определено","Не определено","Не определено","154","150","0.0","0","0.0","207","0.006493506493506493","1.9610389610389611","01:01:36"
"badWord","тала","Не определено","Не определено","Не определено","154","153","0.006493506493506493","0","0.0","183","0.0","1.8311688311688312","01:00:50"
"badWord","текс","Не определено","Не определено","Не определено","154","149","0.0","0","0.0","182","0.0","2.3636363636363638","01:07:33"
"badWord","баток","Не определено","Не определено","Не определено","153","146","0.006535947712418301","0","0.0","175","0.0","4.38562091503268","01:11:24"
"badWord","зе","Не определено","Не определено","Не определено","153","153","0.0","0","0.0","179","0.0","1.7254901960784315","01:04:25"
"badWord","како","Не определено","Не определено","Не определено","153","151","0.013071895424836602","0","0.0","180","0.0","2.0980392156862746","01:13:09"
"badWord","нус","Не определено","Не определено","Не определено","153","149","0.006535947712418301","0","0.0","173","0.006535947712418301","1.7124183006535947","01:02:35"
"badWord","оран","Не определено","Не определено","Не определено","153","149","0.0","0","0.0","177","0.0","1.738562091503268","01:09:01"
"badWord","реш","Не определено","Не определено","Не определено","153","153","0.0","0","0.0","178","0.0","3.6862745098039214","01:01:51"
"badWord","семь","Не определено","Не определено","Не определено","153","153","0.013071895424836602","0","0.0","174","0.006535947712418301","1.7058823529411764","01:10:08"
"badWord","слеп","Не определено","Не определено","Не определено","153","151","0.0","0","0.0","179","0.0","1.673202614379085","01:14:06"
"badWord","сь","Не определено","Не определено","Не определено","153","153","0.006535947712418301","0","0.0","178","0.0","1.8104575163398693","00:27:57"
"badWord","тиа","Не определено","Не определено","Не определено","153","153","0.013071895424836602","0","0.0","163","0.0","1.7320261437908497","00:57:45"
"badWord","толок","Не определено","Не определено","Не определено","153","150","0.013071895424836602","0","0.0","190","0.0","1.7647058823529411","01:17:24"
"badWord","тоск","Не определено","Не определено","Не определено","153","153","0.0","0","0.0","173","0.006535947712418301","1.3725490196078431","01:02:24"
"badWord","шал","Не определено","Не определено","Не определено","153","153","0.006535947712418301","0","0.0","200","0.0","1.5294117647058822","01:04:30"
"badWord","азар","Не определено","Не определено","Не определено","152","150","0.006578947368421052","0","0.0","185","0.0","1.861842105263158","01:11:50"
"badWord","аке","Не определено","Не определено","Не определено","152","152","0.0","0","0.0","180","0.006578947368421052","1.6973684210526316","01:08:42"
"badWord","бав","Не определено","Не определено","Не определено","152","151","0.0","0","0.0","170","0.0","2.0065789473684212","01:01:04"
"badWord","вига","Не определено","Не определено","Не определено","152","149","0.0","0","0.0","195","0.0","1.6907894736842106","01:05:44"
"badWord","даи","Не определено","Не определено","Не определено","152","152","0.0","0","0.0","181","0.0","2.1578947368421053","01:06:37"
"badWord","ирот","Не определено","Не определено","Не определено","152","143","0.0","0","0.0","170","0.0","2.3289473684210527","01:13:07"
"badWord","лега","Не определено","Не определено","Не определено","152","151","0.0","0","0.0","164","0.0","1.6578947368421053","01:05:08"
"badWord","мага","Не определено","Не определено","Не определено","152","150","0.006578947368421052","0","0.0","181","0.0","1.888157894736842","01:14:46"
"badWord","мано","Не определено","Не определено","Не определено","152","152","0.0","0","0.0","186","0.0","1.8355263157894737","01:17:45"
"badWord","маф","Не определено","Не определено","Не определено","152","150","0.0","0","0.0","169","0.013157894736842105","1.618421052631579","00:58:15"
"badWord","нечто","Не определено","Не определено","Не определено","152","152","0.0","0","0.0","175","0.0","1.644736842105263","01:05:20"
"badWord","олим","Не определено","Не определено","Не определено","152","152","0.013157894736842105","0","0.0","168","0.0","1.618421052631579","00:46:12"
"badWord","пикс","Не определено","Не определено","Не определено","152","151","0.0","0","0.0","184","0.0","3.0789473684210527","01:06:39"
"badWord","рош","Не определено","Не определено","Не определено","152","152","0.0","0","0.0","168","0.0","1.6973684210526316","00:58:43"
"badWord","скоб","Не определено","Не определено","Не определено","152","152","0.0","0","0.0","186","0.0","2.151315789473684","01:06:23"
"badWord","спид","Не определено","Не определено","Не определено","152","151","0.0","0","0.0","163","0.0","1.7171052631578947","01:08:03"
"badWord","ставни","Не определено","Не определено","Не определено","152","146","0.0","0","0.0","187","0.0","4.657894736842105","01:00:20"
"badWord","фула","Не определено","Не определено","Не определено","152","152","0.0","0","0.0","192","0.0","1.4539473684210527","00:55:47"
"badWord","хен","Не определено","Не определено","Не определено","152","150","0.0","0","0.0","184","0.0","1.730263157894737","01:12:28"
"badWord","яи","Не определено","Не определено","Не определено","152","151","0.006578947368421052","0","0.0","172","0.0","1.6842105263157894","01:08:03"
"badWord","адо","Не определено","Не определено","Не определено","151","149","0.0","0","0.0","191","0.0","1.7019867549668874","01:06:29"
"badWord","анус","Не определено","Не определено","Не определено","151","149","0.006622516556291392","0","0.0","178","0.0","1.6423841059602649","01:16:26"
"badWord","апор","Не определено","Не определено","Не определено","151","149","0.006622516556291392","0","0.0","175","0.0","1.9072847682119205","01:18:24"
"badWord","барок","Не определено","Не определено","Не определено","151","144","0.0","0","0.0","182","0.0","3.052980132450331","00:59:57"
"badWord","веч","Не определено","Не определено","Не определено","151","150","0.0","0","0.0","172","0.0","1.9470198675496688","01:05:13"
"badWord","дино","Не определено","Не определено","Не определено","151","150","0.006622516556291392","0","0.0","169","0.006622516556291392","2.437086092715232","01:05:53"
"badWord","дун","Не определено","Не определено","Не определено","151","147","0.0","0","0.0","183","0.0","1.5496688741721854","00:55:56"
"badWord","ета","Не определено","Не определено","Не определено","151","149","0.0","0","0.0","175","0.0","2.1324503311258276","01:13:55"
"badWord","зид","Не определено","Не определено","Не определено","151","151","0.0","0","0.0","172","0.0","1.728476821192053","00:53:27"
"badWord","кади","Не определено","Не определено","Не определено","151","151","0.0","0","0.0","183","0.006622516556291392","1.695364238410596","01:08:54"
"badWord","кега","Не определено","Не определено","Не определено","151","149","0.013245033112582783","0","0.0","179","0.0","2.019867549668874","01:08:26"
"badWord","ниг","Не определено","Не определено","Не определено","151","151","0.006622516556291392","0","0.0","168","0.0","1.509933774834437","01:05:06"
"badWord","обак","Не определено","Не определено","Не определено","151","149","0.013245033112582783","0","0.0","178","0.0","1.6225165562913908","01:15:56"
"badWord","оре","Не определено","Не определено","Не определено","151","151","0.0","0","0.0","169","0.0","1.5364238410596027","01:09:41"
"badWord","относ","Не определено","Не определено","Не определено","151","147","0.006622516556291392","0","0.0","182","0.0","2.218543046357616","01:12:23"
"badWord","оч","Не определено","Не определено","Не определено","151","151","0.0","0","0.0","178","0.006622516556291392","1.6423841059602649","01:03:47"
"badWord","риса","Не определено","Не определено","Не определено","151","151","0.0","0","0.0","170","0.0","2.748344370860927","01:06:20"
"badWord","спал","Не определено","Не определено","Не определено","151","151","0.006622516556291392","0","0.0","195","0.0","1.695364238410596","01:21:15"
"badWord","тез","Не определено","Не определено","Не определено","151","145","0.0","0","0.0","168","0.0","1.6490066225165563","00:55:39"
"badWord","фальш","Не определено","Не определено","Не определено","151","145","0.006622516556291392","0","0.0","221","0.0","1.6754966887417218","01:01:40"
"badWord","аку","Не определено","Не определено","Не определено","150","148","0.0","0","0.0","187","0.006666666666666667","1.5666666666666667","01:03:22"
"badWord","арп","Не определено","Не определено","Не определено","150","150","0.006666666666666667","0","0.0","179","0.0","2.92","01:01:02"
"badWord","блот","Не определено","Не определено","Не определено","150","149","0.0","0","0.0","181","0.0","1.9733333333333334","01:10:58"
"badWord","вафли","Не определено","Не определено","Не определено","150","149","0.0","0","0.0","187","0.0","1.6866666666666668","01:15:56"
"badWord","верка","Не определено","Не определено","Не определено","150","150","0.02","0","0.0","161","0.0","1.52","01:10:59"
"badWord","ират","Не определено","Не определено","Не определено","150","148","0.0","0","0.0","171","0.013333333333333334","1.9466666666666668","01:11:50"
"badWord","кнот","Не определено","Не определено","Не определено","150","148","0.006666666666666667","0","0.0","181","0.0","1.8666666666666667","01:12:15"
"badWord","лида","Не определено","Не определено","Не определено","150","148","0.0","0","0.0","157","0.0","1.78","01:02:45"
"badWord","лс","Не определено","Не определено","Не определено","150","150","0.0","0","0.0","162","0.0","1.5666666666666667","00:41:26"
"badWord","ое","Не определено","Не определено","Не определено","150","150","0.006666666666666667","0","0.0","162","0.006666666666666667","1.7533333333333334","01:08:00"
"badWord","олет","Не определено","Не определено","Не определено","150","150","0.0","0","0.0","175","0.0","1.5533333333333332","01:18:07"
"badWord","оник","Не определено","Не определено","Не определено","150","149","0.0","0","0.0","168","0.0","1.5133333333333334","01:08:05"
"badWord","сиз","Не определено","Не определено","Не определено","150","149","0.0","0","0.0","163","0.0","2.32","00:59:47"
"badWord","тинка","Не определено","Не определено","Не определено","150","148","0.0","0","0.0","169","0.006666666666666667","1.88","01:09:06"
"badWord","тино","Не определено","Не определено","Не определено","150","150","0.0","0","0.0","176","0.0","1.8666666666666667","01:07:11"
"badWord","тиро","Не определено","Не определено","Не определено","150","150","0.0","0","0.0","188","0.0","1.84","01:03:12"
"badWord","тож","Не определено","Не определено","Не определено","150","146","0.0","0","0.0","186","0.0","5.653333333333333","01:06:33"
"badWord","тоже","Не определено","Не определено","Не определено","150","150","0.0","0","0.0","175","0.0","5.82","01:13:35"
"badWord","фирс","Не определено","Не определено","Не определено","150","148","0.0","0","0.0","190","0.0","1.7866666666666666","01:07:10"
"badWord","фос","Не определено","Не определено","Не определено","150","150","0.006666666666666667","0","0.0","170","0.0","1.9333333333333333","01:01:46"
"badWord","фур","Не определено","Не определено","Не определено","150","150","0.0","0","0.0","177","0.0","1.4933333333333334","00:50:20"
"badWord","яро","Не определено","Не определено","Не определено","150","148","0.0","0","0.0","191","0.0","1.8133333333333332","01:08:00"
"badWord","вои","Не определено","Не определено","Не определено","149","149","0.0","0","0.0","172","0.0","1.5973154362416107","00:58:45"
"badWord","драм","Не определено","Не определено","Не определено","149","146","0.006711409395973155","0","0.0","178","0.0","5.885906040268456","01:04:07"
"badWord","илон","Не определено","Не определено","Не определено","149","143","0.0","0","0.0","173","0.006711409395973155","2.3758389261744965","01:08:16"
"badWord","йена","Не определено","Не определено","Не определено","149","149","0.0","0","0.0","179","0.006711409395973155","1.8724832214765101","01:08:37"
"badWord","кена","Не определено","Не определено","Не определено","149","148","0.0","0","0.0","167","0.0","2.348993288590604","01:17:00"
"badWord","лево","Не определено","Не определено","Не определено","149","149","0.006711409395973155","0","0.0","167","0.0","1.8523489932885906","00:58:01"
"badWord","лец","Не определено","Не определено","Не определено","149","145","0.0","0","0.0","175","0.0","3.5167785234899327","01:00:31"
"badWord","мерс","Не определено","Не определено","Не определено","149","146","0.01342281879194631","0","0.0","169","0.0","2.0201342281879193","01:06:56"
"badWord","ничто","Не определено","Не определено","Не определено","149","149","0.0","0","0.0","174","0.0","2.174496644295302","01:05:27"
"badWord","одра","Не определено","Не определено","Не определено","149","149","0.0","0","0.0","171","0.0","5.5369127516778525","01:15:50"
"badWord","остин","Не определено","Не определено","Не определено","149","146","0.006711409395973155","0","0.0","162","0.0","1.5369127516778522","01:10:41"
"badWord","само","Не определено","Не определено","Не определено","149","149","0.01342281879194631","0","0.0","179","0.006711409395973155","6.4630872483221475","01:16:23"
"badWord","татар","Не определено","Не определено","Не определено","149","149","0.0","0","0.0","178","0.0","1.7248322147651007","01:15:01"
"badWord","трум","Не определено","Не определено","Не определено","149","144","0.006711409395973155","0","0.0","191","0.0","1.657718120805369","01:08:20"
"badWord","хас","Не определено","Не определено","Не определено","149","149","0.0","0","0.0","187","0.0","1.6979865771812082","01:03:21"
"badWord","аника","Не определено","Не определено","Не определено","148","147","0.0","0","0.0","172","0.0","1.7972972972972974","01:21:48"
"badWord","антон","Не определено","Не определено","Не определено","148","148","0.0","0","0.0","160","0.0","1.4932432432432432","01:10:00"
"badWord","арно","Не определено","Не определено","Не определено","148","148","0.0","0","0.0","160","0.0","2.2364864864864864","01:06:54"
"badWord","биз","Не определено","Не определено","Не определено","148","148","0.0","0","0.0","185","0.0","5.858108108108108","01:05:12"
"badWord","вари","Не определено","Не определено","Не определено","148","147","0.0","0","0.0","174","0.0","1.6756756756756757","01:12:52"
"badWord","вора","Не определено","Не определено","Не определено","148","146","0.0","0","0.0","184","0.0","1.6013513513513513","00:59:06"
"badWord","дени","Не определено","Не определено","Не определено","148","148","0.006756756756756756","0","0.0","177","0.0","2.0135135135135136","01:13:14"
"badWord","домина","Не определено","Не определено","Не определено","148","144","0.0","0","0.0","164","0.0","1.9932432432432432","01:03:05"
"badWord","каль","Не определено","Не определено","Не определено","148","144","0.0","0","0.0","179","0.0","2.060810810810811","01:04:55"
"badWord","карм","Не определено","Не определено","Не определено","148","142","0.006756756756756756","0","0.0","168","0.0","4.331081081081081","01:13:02"
"badWord","лати","Не определено","Не определено","Не определено","148","146","0.0","0","0.0","188","0.0","1.777027027027027","01:03:14"
"badWord","матр","Не определено","Не определено","Не определено","148","147","0.006756756756756756","0","0.0","176","0.0","1.6554054054054055","01:04:58"
"badWord","осак","Не определено","Не определено","Не определено","148","146","0.0","0","0.0","174","0.0","3.391891891891892","01:13:51"
"badWord","пун","Не определено","Не определено","Не определено","148","145","0.013513513513513513","0","0.0","169","0.0","1.6418918918918919","00:53:10"
"badWord","руа","Не определено","Не определено","Не определено","148","148","0.0","0","0.0","169","0.0","1.6554054054054055","01:03:58"
"badWord","синот","Не определено","Не определено","Не определено","148","145","0.006756756756756756","0","0.0","177","0.0","1.912162162162162","01:13:03"
"badWord","сми","Не определено","Не определено","Не определено","148","148","0.0","0","0.0","153","0.0","2.324324324324324","00:55:18"
"badWord","сото","Не определено","Не определено","Не определено","148","142","0.0","0","0.0","167","0.0","1.6283783783783783","01:11:46"
"badWord","фот","Не определено","Не определено","Не определено","148","144","0.006756756756756756","0","0.0","172","0.0","1.9932432432432432","01:02:24"
"badWord","аби","Не определено","Не определено","Не определено","147","147","0.0","0","0.0","174","0.0","2.068027210884354","01:23:58"
"badWord","ате","Не определено","Не определено","Не определено","147","145","0.0","0","0.0","172","0.0","1.4829931972789117","00:56:23"
"badWord","бардо","Не определено","Не определено","Не определено","147","144","0.0","0","0.0","165","0.0","1.748299319727891","01:08:00"
"badWord","гота","Не определено","Не определено","Не определено","147","142","0.006802721088435374","0","0.0","182","0.0","1.5850340136054422","01:14:09"
"badWord","дачка","Не определено","Не определено","Не определено","147","145","0.006802721088435374","0","0.0","162","0.0","1.5918367346938775","01:06:08"
"badWord","драк","Не определено","Не определено","Не определено","147","143","0.0","0","0.0","172","0.0","2.068027210884354","01:09:16"
"badWord","зори","Не определено","Не определено","Не определено","147","146","0.0","0","0.0","165","0.0","2.054421768707483","01:11:01"
"badWord","клар","Не определено","Не определено","Не определено","147","146","0.0","0","0.0","171","0.0","2.306122448979592","01:12:14"
"badWord","лант","Не определено","Не определено","Не определено","147","141","0.0","0","0.0","188","0.0","1.4965986394557824","01:06:58"
"badWord","лура","Не определено","Не определено","Не определено","147","147","0.0","0","0.0","176","0.0","1.4489795918367347","00:47:06"
"badWord","оки","Не определено","Не определено","Не определено","147","147","0.013605442176870748","0","0.0","171","0.006802721088435374","1.5510204081632653","01:07:51"
"badWord","пенат","Не определено","Не определено","Не определено","147","137","0.006802721088435374","0","0.0","165","0.0","1.8027210884353742","01:11:22"
"badWord","саит","Не определено","Не определено","Не определено","147","144","0.0","0","0.0","167","0.0","1.7006802721088434","01:09:29"
"badWord","соке","Не определено","Не определено","Не определено","147","145","0.0","0","0.0","165","0.0","1.9319727891156462","01:03:03"
"badWord","тесно","Не определено","Не определено","Не определено","147","146","0.0","0","0.0","163","0.0","1.6938775510204083","01:10:53"
"badWord","траса","Не определено","Не определено","Не определено","147","147","0.0","0","0.0","161","0.0","1.8299319727891157","01:00:37"
"badWord","трун","Не определено","Не определено","Не определено","147","144","0.0","0","0.0","189","0.0","1.6122448979591837","01:04:12"
"badWord","цел","Не определено","Не определено","Не определено","147","147","0.0","0","0.0","184","0.006802721088435374","2.2108843537414966","01:02:17"
"badWord","цик","Не определено","Не определено","Не определено","147","147","0.0","0","0.0","176","0.0","1.836734693877551","01:14:30"
"badWord","буа","Не определено","Не определено","Не определено","146","146","0.0","0","0.0","185","0.0","3.335616438356164","01:14:20"
"badWord","вель","Не определено","Не определено","Не определено","146","141","0.0","0","0.0","171","0.0","1.643835616438356","01:10:44"
"badWord","икот","Не определено","Не определено","Не определено","146","144","0.0","0","0.0","168","0.0","2.643835616438356","01:13:26"
"badWord","истом","Не определено","Не определено","Не определено","146","146","0.0","0","0.0","170","0.0","1.6917808219178083","00:56:56"
"badWord","кац","Не определено","Не определено","Не определено","146","144","0.0","0","0.0","174","0.0","2.0273972602739727","01:02:12"
"badWord","лено","Не определено","Не определено","Не определено","146","143","0.0","0","0.0","171","0.0","1.5136986301369864","01:06:28"
"badWord","миа","Не определено","Не определено","Не определено","146","146","0.00684931506849315","0","0.0","166","0.00684931506849315","2.095890410958904","01:11:00"
"badWord","мрат","Не определено","Не определено","Не определено","146","146","0.0","0","0.0","173","0.0","1.547945205479452","01:03:20"
"badWord","покор","Не определено","Не определено","Не определено","146","137","0.00684931506849315","0","0.0","192","0.0","2.541095890410959","00:58:08"
"badWord","раша","Не определено","Не определено","Не определено","146","145","0.0136986301369863","0","0.0","164","0.0","6.458904109589041","01:09:00"
"badWord","реч","Не определено","Не определено","Не определено","146","141","0.0","0","0.0","164","0.0","1.8150684931506849","01:04:19"
"badWord","свен","Не определено","Не определено","Не определено","146","146","0.0","0","0.0","173","0.0","4.938356164383562","01:20:14"
"badWord","сиб","Не определено","Не определено","Не определено","146","144","0.0","0","0.0","173","0.0","1.4726027397260273","01:03:10"
"badWord","ск","Не определено","Не определено","Не определено","146","146","0.0","0","0.0","157","0.0","1.4863013698630136","01:04:02"
"badWord","таур","Не определено","Не определено","Не определено","146","146","0.00684931506849315","0","0.0","163","0.0","1.8972602739726028","01:11:25"
"badWord","тах","Не определено","Не определено","Не определено","146","146","0.0136986301369863","0","0.0","168","0.0","2.006849315068493","00:57:49"
"badWord","абор","Не определено","Не определено","Не определено","145","145","0.013793103448275864","0","0.0","160","0.0","2.1586206896551725","01:08:46"
"badWord","авер","Не определено","Не определено","Не определено","145","141","0.006896551724137932","0","0.0","186","0.0","1.8413793103448275","01:15:49"
"badWord","анс","Не определено","Не определено","Не определено","145","139","0.0","0","0.0","160","0.0","1.9241379310344828","00:59:19"
"badWord","арник","Не определено","Не определено","Не определено","145","138","0.0","0","0.0","168","0.0","1.903448275862069","01:15:55"
"badWord","валь","Не определено","Не определено","Не определено","145","145","0.0","0","0.0","168","0.0","1.5517241379310345","01:07:21"
"badWord","енка","Не определено","Не определено","Не определено","145","145","0.006896551724137932","0","0.0","162","0.006896551724137932","2.0482758620689654","01:11:03"
"badWord","инак","Не определено","Не определено","Не определено","145","144","0.0","0","0.0","168","0.006896551724137932","2.3379310344827586","01:10:11"
"badWord","лаос","Не определено","Не определено","Не определено","145","145","0.0","0","0.0","155","0.0","1.7448275862068965","01:14:12"
"badWord","леи","Не определено","Не определено","Не определено","145","142","0.0","0","0.0","170","0.006896551724137932","1.6551724137931034","01:00:29"
"badWord","ливан","Не определено","Не определено","Не определено","145","141","0.006896551724137932","0","0.0","160","0.0","1.4896551724137932","01:00:11"
"badWord","митр","Не определено","Не определено","Не определено","145","144","0.006896551724137932","0","0.0","177","0.0","1.8620689655172413","01:09:20"
"badWord","наит","Не определено","Не определено","Не определено","145","141","0.0","0","0.0","174","0.0","1.5793103448275863","01:07:42"
"badWord","пус","Не определено","Не определено","Не определено","145","144","0.0","0","0.0","169","0.0","1.813793103448276","01:03:04"
"badWord","рк","Не определено","Не определено","Не определено","145","144","0.006896551724137932","0","0.0","156","0.0","1.8","01:01:31"
"badWord","тано","Не определено","Не определено","Не определено","145","141","0.0","0","0.0","160","0.006896551724137932","1.7379310344827585","01:15:23"
"badWord","трена","Не определено","Не определено","Не определено","145","138","0.006896551724137932","0","0.0","176","0.0","2.6620689655172414","01:08:18"
"badWord","янка","Не определено","Не определено","Не определено","145","137","0.0","0","0.0","168","0.0","1.9379310344827587","01:13:14"
"choseBg","2","Не определено","Не определено","Не определено","145","143","0.0","604","2.0","302","0.006896551724137932","2.0","01:05:30"
"endLevel-5","2","Не определено","Не определено","Не определено","145","145","0.0","290","2.0","145","0.013793103448275864","1.710344827586207","01:20:54"
"badWord","ади","Не определено","Не определено","Не определено","144","144","0.0","0","0.0","174","0.0","1.875","01:17:35"
"badWord","гари","Не определено","Не определено","Не определено","144","141","0.013888888888888888","0","0.0","171","0.0","1.8611111111111112","01:09:20"
"badWord","дрос","Не определено","Не определено","Не определено","144","144","0.0","0","0.0","174","0.0","1.7291666666666667","01:07:14"
"badWord","зель","Не определено","Не определено","Не определено","144","142","0.0","0","0.0","165","0.0","2.0833333333333335","00:58:33"
"badWord","кл","Не определено","Не определено","Не определено","144","142","0.0","0","0.0","148","0.0","1.9861111111111112","01:11:24"
"badWord","крант","Не определено","Не определено","Не определено","144","143","0.006944444444444444","0","0.0","161","0.0","1.9930555555555556","01:06:37"
"badWord","либ","Не определено","Не определено","Не определено","144","143","0.0","0","0.0","168","0.0","2.0347222222222223","01:00:02"
"badWord","лус","Не определено","Не определено","Не определено","144","139","0.0","0","0.0","180","0.006944444444444444","2.0347222222222223","01:00:45"
"badWord","ракит","Не определено","Не определено","Не определено","144","144","0.006944444444444444","0","0.0","159","0.0","1.8263888888888888","01:08:45"
"badWord","рое","Не определено","Не определено","Не определено","144","144","0.0","0","0.0","164","0.0","1.5763888888888888","01:12:47"
"badWord","русь","Не определено","Не определено","Не определено","144","144","0.0","0","0.0","176","0.0","2.1041666666666665","01:12:54"
"badWord","таер","Не определено","Не определено","Не определено","144","143","0.006944444444444444","0","0.0","196","0.0","4.736111111111111","01:12:59"
"badWord","тиб","Не определено","Не определено","Не определено","144","142","0.006944444444444444","0","0.0","166","0.006944444444444444","1.625","00:59:36"
"badWord","трака","Не определено","Не определено","Не определено","144","142","0.0","0","0.0","171","0.0","1.7430555555555556","01:10:22"
"badWord","алик","Не определено","Не определено","Не определено","143","140","0.0","0","0.0","159","0.0","1.902097902097902","01:03:09"
"badWord","вич","Не определено","Не определено","Не определено","143","138","0.0","0","0.0","156","0.0","1.4475524475524475","00:58:41"
"badWord","гоб","Не определено","Не определено","Не определено","143","138","0.0","0","0.0","177","0.0","3.167832167832168","01:02:35"
"badWord","гу","Не определено","Не определено","Не определено","143","143","0.0","0","0.0","174","0.0","3.2867132867132867","01:06:11"
"badWord","жел","Не определено","Не определено","Не определено","143","143","0.0","0","0.0","169","0.0","6.0","01:19:43"
"badWord","итол","Не определено","Не определено","Не определено","143","143","0.0","0","0.0","163","0.0","1.8391608391608392","01:11:08"
"badWord","кван","Не определено","Не определено","Не определено","143","143","0.006993006993006993","0","0.0","180","0.0","1.902097902097902","01:10:31"
"badWord","лож","Не определено","Не определено","Не определено","143","140","0.0","0","0.0","167","0.0","6.496503496503497","01:10:00"
"badWord","мино","Не определено","Не определено","Не определено","143","143","0.0","0","0.0","169","0.0","1.4825174825174825","01:04:27"
"badWord","нина","Не определено","Не определено","Не определено","143","143","0.0","0","0.0","158","0.0","1.6993006993006994","01:00:35"
"badWord","ноф","Не определено","Не определено","Не определено","143","143","0.0","0","0.0","168","0.0","1.8391608391608392","01:06:48"
"badWord","огра","Не определено","Не определено","Не определено","143","141","0.006993006993006993","0","0.0","165","0.0","2.4895104895104896","01:09:33"
"badWord","оков","Не определено","Не определено","Не определено","143","139","0.006993006993006993","0","0.0","161","0.0","3.062937062937063","01:15:36"
"badWord","ратан","Не определено","Не определено","Не определено","143","142","0.006993006993006993","0","0.0","162","0.0","2.5454545454545454","01:15:34"
"badWord","рео","Не определено","Не определено","Не определено","143","143","0.0","0","0.0","162","0.0","1.7272727272727273","01:11:29"
"badWord","реф","Не определено","Не определено","Не определено","143","142","0.0","0","0.0","155","0.0","1.7622377622377623","00:59:03"
"badWord","агит","Не определено","Не определено","Не определено","142","139","0.014084507042253523","0","0.0","158","0.0","8.32394366197183","01:13:29"
"badWord","азир","Не определено","Не определено","Не определено","142","141","0.0","0","0.0","172","0.0","1.880281690140845","01:20:19"
"badWord","апек","Не определено","Не определено","Не определено","142","140","0.0","0","0.0","163","0.0","1.8380281690140845","01:07:25"
"badWord","бина","Не определено","Не определено","Не определено","142","142","0.0","0","0.0","179","0.0","1.5492957746478873","01:05:27"
"badWord","вши","Не определено","Не определено","Не определено","142","141","0.014084507042253523","0","0.0","151","0.0","1.852112676056338","01:06:55"
"badWord","гара","Не определено","Не определено","Не определено","142","142","0.0","0","0.0","170","0.0","1.6971830985915493","01:04:52"
"badWord","кател","Не определено","Не определено","Не определено","142","140","0.007042253521126762","0","0.0","168","0.0","2.415492957746479","01:11:57"
"badWord","локо","Не определено","Не определено","Не определено","142","139","0.007042253521126762","0","0.0","173","0.0","1.591549295774648","01:04:04"
"badWord","най","Не определено","Не определено","Не определено","142","142","0.0","0","0.0","184","0.007042253521126762","1.9929577464788732","01:10:00"
"badWord","паро","Не определено","Не определено","Не определено","142","138","0.02112676056338028","0","0.0","165","0.0","1.9577464788732395","01:08:42"
"badWord","пиал","Не определено","Не определено","Не определено","142","139","0.007042253521126762","0","0.0","157","0.0","2.619718309859155","01:16:17"
"badWord","ранит","Не определено","Не определено","Не определено","142","142","0.007042253521126762","0","0.0","168","0.0","8.683098591549296","01:10:46"
"badWord","реса","Не определено","Не определено","Не определено","142","142","0.0","0","0.0","175","0.0","2.084507042253521","01:11:11"
"badWord","скут","Не определено","Не определено","Не определено","142","137","0.0","0","0.0","174","0.0","1.6690140845070423","01:07:42"
"badWord","урт","Не определено","Не определено","Не определено","142","139","0.007042253521126762","0","0.0","160","0.0","1.3873239436619718","01:00:38"
"badWord","шо","Не определено","Не определено","Не определено","142","142","0.0","0","0.0","154","0.0","1.908450704225352","00:58:46"
"badWord","анок","Не определено","Не определено","Не определено","141","132","0.0","0","0.0","164","0.0","1.624113475177305","01:06:36"
"badWord","атн","Не определено","Не определено","Не определено","141","134","0.0","0","0.0","160","0.0","5.141843971631205","00:57:05"
"badWord","деж","Не определено","Не определено","Не определено","141","141","0.0","0","0.0","183","0.0","3.0851063829787235","01:02:02"
